"time","hydraulics.tlm.x [m]","hydraulics.tlm.v [m/s]","hydraulics.tlm.F [N]","mechanics.x","mechanics.tlm.x [m]","mechanics.tlm.v [m/s]","mechanics.tlm.F [N]","controller.u"
0.466,0.00203733,-0.000203363,9984.93,0.00614172,0.00614192,-0.000201683,-9984.62,-3.08641e-05
0.468,0.00203692,-0.000211586,9985.42,0.00614133,0.00614152,-0.000201402,-9984.13,-3.08621e-05
0.47,0.00203653,-0.000215297,9985.69,0.00614094,0.00614114,-0.000200277,-9983.87,-3.08602e-05
0.472,0.00203613,-0.000212816,9985.64,0.00614056,0.00614075,-0.000197922,-9983.91,-3.08582e-05
0.474,0.00203575,-0.000204483,9985.33,0.00614019,0.00614037,-0.000194359,-9984.22,-3.08563e-05
0.476,0.00203537,-0.000192443,9984.86,0.00613982,0.00614,-0.000189989,-9984.68,-3.08544e-05
0.478,0.00203499,-0.000179875,9984.38,0.00613945,0.00613963,-0.000185448,-9985.15,-3.08526e-05
0.48,0.00203462,-0.000169953,9984.04,0.00613909,0.00613927,-0.000181395,-9985.47,-3.08507e-05
0.482,0.00203426,-0.000164854,9983.95,0.00613873,0.00613891,-0.000178306,-9985.56,-3.08489e-05
0.484,0.0020339,-0.000165143,9984.11,0.00613838,0.00613856,-0.000176338,-9985.4,-3.08471e-05
0.486,0.00203354,-0.000169686,9984.46,0.00613803,0.00613821,-0.000175297,-9985.06,-3.08454e-05
0.488,0.00203319,-0.000176101,9984.88,0.00613769,0.00613786,-0.000174721,-9984.64,-3.08436e-05
0.49,0.00203284,-0.000181563,9985.24,0.00613735,0.00613752,-0.000174033,-9984.29,-3.08419e-05
0.492,0.0020325,-0.000183709,9985.43,0.00613702,0.00613718,-0.000172733,-9984.11,-3.08402e-05
0.494,0.00203216,-0.000181347,9985.39,0.00613669,0.00613685,-0.000170546,-9984.14,-3.08385e-05
0.496,0.00203183,-0.000174758,9985.16,0.00613636,0.00613652,-0.000167494,-9984.37,-3.08368e-05
0.498,0.0020315,-0.000165527,9984.81,0.00613604,0.0061362,-0.000163875,-9984.71,-3.08352e-05
0.5,0.00203117,-0.000155979,9984.47,0.00613572,0.00613588,-0.000160154,-9985.04,0.00348667
0.502,0.00203086,-0.000148413,9984.23,0.00613541,0.00613556,-0.000156808,-9985.28,0.00348667
0.504,0.00203583,0.012401,9858.71,0.0061352,0.00613525,-0.00015418,-9977.34,0.00348667
0.506,0.00219466,0.185867,8005.95,0.00614952,0.00613698,0.00434177,-9064.57,0.00348667
0.508,0.00291107,0.5411,2838.19,0.00631951,0.00619655,0.075634,-4809.73,0.0034866
0.51,0.00432879,0.861044,-3940.28,0.00701689,0.00657335,0.337899,1390.51,0.00348574
0.512,0.00631504,1.12567,-8985.65,0.00866709,0.00770219,0.819595,5696.47,0.00348224
0.514,0.00888492,1.46508,-10785.7,0.0115009,0.00993196,1.41748,6719.25,0.00347395
0.516,0.0122964,1.97122,-10702.1,0.0155159,0.0133664,2.00991,6054.16,0.00345971
0.518,0.0168324,2.56033,-10544.2,0.020627,0.0179383,2.55632,5951.54,0.00343953
0.52,0.022485,3.07162,-10324.5,0.0267919,0.0235792,3.08323,6197.06,0.00341385
0.522,0.0290735,3.50707,-9397.5,0.0339688,0.0302588,3.59097,5592.37,0.00338287
0.524,0.0365254,3.9402,-7997.85,0.042056,0.0379066,4.04669,4408.64,0.00334681
0.526,0.0448426,4.36326,-6765.34,0.0509305,0.0464016,4.43938,3529.57,0.00330617
0.528,0.0539551,4.72899,-5817,0.0604989,0.0556325,4.78578,3019.94,0.00326157
0.53,0.0637377,5.03587,-4918,0.0706911,0.0655214,5.09777,2471.54,0.00321349
0.532,0.0741004,5.31154,-4019.31,0.081435,0.0759988,5.37369,1829.35,0.00316228
0.534,0.0849924,5.56339,-3237.45,0.0926591,0.0869911,5.61339,1297.31,0.00310829
0.536,0.0963567,5.78216,-2587.01,0.104304,0.098432,5.82334,901.839,0.00305189
0.538,0.108125,5.96828,-1986.67,0.116319,0.110268,6.0088,520.427,0.00299337
0.54,0.120241,6.13117,-1408.05,0.128658,0.122451,6.17065,122.107,0.002933
0.542,0.132664,6.27487,-880.367,0.141276,0.134935,6.30969,-235.865,0.00287099
0.544,0.145353,6.39771,-409.271,0.154131,0.147676,6.42861,-540.576,0.00280759
0.546,0.158267,6.50034,29.6165,0.167189,0.160637,6.52989,-828.139,0.00274299
0.548,0.171369,6.58627,447.264,0.180417,0.173784,6.61463,-1111.7,0.00267737
0.55,0.184627,6.65755,836.707,0.193783,0.187085,6.68376,-1376.54,0.0026109
0.552,0.198014,6.71438,1196.82,0.207259,0.200509,6.73868,-1619.26,0.00254374
0.554,0.211499,6.75751,1535.62,0.22082,0.214031,6.78072,-1851.29,0.00247602
0.556,0.225058,6.78848,1857.81,0.23444,0.227624,6.81075,-2077.6,0.00240788
0.558,0.238667,6.80838,2163.03,0.248098,0.241266,6.82951,-2294.6,0.00233944
0.56,0.252304,6.81771,2452.56,0.261773,0.254935,6.83784,-2501.62,0.00227081
0.562,0.265949,6.81707,2730.15,0.275445,0.268611,6.83652,-2702.19,0.00220209
0.564,0.279583,6.80726,2998.36,0.289097,0.282275,6.82612,-2898.03,0.00213339
0.566,0.293188,6.78889,3258.1,0.30271,0.295909,6.80719,-3088.62,0.00206479
0.568,0.306748,6.76239,3510.46,0.31627,0.309498,6.78025,-3274.55,0.00199638
0.57,0.320246,6.72821,3756.91,0.329761,0.323025,6.74576,-3457.64,0.00192824
0.572,0.333668,6.6868,3998.41,0.343169,0.336476,6.70411,-3639.14,0.00186045
0.574,0.347,6.63855,4235.49,0.356479,0.349837,6.65566,-3819.63,0.00179308
0.576,0.360228,6.58376,4468.83,0.36968,0.363094,6.60074,-3999.84,0.00172619
0.578,0.37334,6.52272,4699.37,0.382759,0.376236,6.53962,-4180.58,0.00165986
0.58,0.386323,6.4557,4927.96,0.395703,0.389249,6.47255,-4362.21,0.00159414
0.582,0.399166,6.38293,5155.42,0.408503,0.402122,6.39977,-4544.79,0.00152909
0.584,0.411858,6.30461,5382.58,0.421145,0.414844,6.32147,-4728.4,0.00146477
0.586,0.424387,6.22091,5610.14,0.43362,0.427404,6.23784,-4913.18,0.00140125
0.588,0.436742,6.13201,5838.55,0.445918,0.439792,6.14904,-5099.25,0.00133856
0.59,0.448915,6.03808,6068.03,0.458028,0.451997,6.05522,-5286.8,0.00127676
0.592,0.460894,5.93925,6298.57,0.46994,0.464009,5.95652,-5476.1,0.00121591
0.594,0.472671,5.83567,6530.04,0.481646,0.47582,5.85308,-5667.45,0.00115605
0.596,0.484236,5.72749,6762.22,0.493136,0.487418,5.74503,-5861.03,0.00109723
0.598,0.495579,5.61483,6994.87,0.5044,0.498797,5.63248,-6056.89,0.00103949
0.6,0.506693,5.49783,7227.81,0.515431,0.509945,5.51557,-6254.89,0.000982889
0.602,0.517568,5.37662,7460.89,0.526219,0.520856,5.39443,-6454.71,0.000927459
0.604,0.528197,5.25134,7693.97,0.536757,0.53152,5.26918,-6655.88,0.000873247
0.606,0.53857,5.12212,7926.83,0.547037,0.54193,5.13997,-6857.81,0.000820294
0.608,0.548681,4.98913,8159.14,0.557051,0.552078,5.00694,-7059.92,0.000768639
0.61,0.558523,4.85253,8390.4,0.566791,0.561955,4.87027,-7261.66,0.000718321
0.612,0.568088,4.7125,8619.89,0.576251,0.571556,4.73012,-7462.51,0.000669376
0.614,0.577369,4.56924,8846.75,0.585424,0.580874,4.58669,-7662,0.00062184
0.616,0.586361,4.42297,9069.99,0.594304,0.589901,4.44018,-7859.65,0.000575745
0.618,0.595057,4.27392,9288.57,0.602885,0.598632,4.29084,-8054.94,0.000531123
0.62,0.603452,4.12235,9501.45,0.611163,0.607062,4.13889,-8247.2,0.000488001
0.622,0.611543,3.96854,9707.66,0.619132,0.615186,3.98463,-8435.68,0.000446406
0.624,0.619323,3.81277,9906.3,0.626788,0.623,3.82832,-8619.47,0.000406362
0.626,0.62679,3.65534,10096.5,0.634129,0.630498,3.67029,-8797.6,0.000367888
0.628,0.633941,3.4966,10277.4,0.641151,0.63768,3.51086,-8969.05,0.000331002
0.63,0.640774,3.33689,10448.1,0.647851,0.644541,3.35039,-9132.86,0.000295718
0.632,0.647286,3.17657,10607.8,0.65423,0.651081,3.18924,-9288.12,0.000262047
0.634,0.653478,3.01603,10755.5,0.660285,0.657298,3.02782,-9434.09,0.000229996
0.636,0.659348,2.85568,10890.1,0.666018,0.663192,2.86651,-9570.09,0.000199566
0.638,0.664899,2.69593,11010.8,0.67143,0.668764,2.70574,-9695.56,0.000170757
0.64,0.670131,2.53719,11116.6,0.676522,0.674016,2.54594,-9810.02,0.000143564
0.642,0.675047,2.37992,11207,0.681297,0.678949,2.38754,-9913,0.000117977
0.644,0.67965,2.22452,11281.5,0.685759,0.683567,2.23099,-10004.1,9.39813e-05
0.646,0.683945,2.07143,11339.7,0.689913,0.687875,2.07671,-10082.8,7.15587e-05
0.648,0.687937,1.92106,11381.6,0.693764,0.691876,1.92515,-10148.8,5.06865e-05
0.65,0.691631,1.77383,11407.4,0.697317,0.695577,1.77672,-10202,3.13373e-05
0.652,0.695034,1.63013,11417.2,0.700582,0.698985,1.63183,-10242.1,1.34796e-05
0.654,0.698153,1.49034,11411.4,0.703564,0.702107,1.49087,-10269.4,-2.92215e-06
0.656,0.700997,1.3548,11390.5,0.706273,0.704952,1.35422,-10284.1,-1.79074e-05
0.658,0.703575,1.22386,11355.1,0.708717,0.707527,1.2222,-10286.7,-3.15195e-05
0.66,0.705895,1.0978,11305.8,0.710908,0.709844,1.09512,-10277.8,-4.38049e-05
0.662,0.707969,0.976907,11243.4,0.712855,0.711911,0.973272,-10258.1,-5.48133e-05
0.664,0.709806,0.861395,11168.9,0.714569,0.713741,0.856878,-10228.5,-6.45973e-05
0.666,0.711418,0.751458,11083.4,0.716062,0.715343,0.746139,-10189.7,-7.32116e-05
0.668,0.712816,0.647246,10988.2,0.717345,0.716729,0.641209,-10142.7,-8.07131e-05
0.67,0.714011,0.548866,10884.7,0.71843,0.717912,0.542202,-10088.2,-8.716e-05
0.672,0.715015,0.456384,10774.1,0.719329,0.718902,0.449187,-10027.2,-9.2612e-05
0.674,0.71584,0.369828,10658,0.720054,0.719713,0.362192,-9960.47,-9.71292e-05
0.676,0.716498,0.289186,10537.7,0.720617,0.720355,0.281207,-9889,-0.000100772
0.678,0.717001,0.214412,10414.3,0.72103,0.720842,0.206181,-9813.74,-0.000103601
0.68,0.71736,0.145425,10289.1,0.721305,0.721184,0.137029,-9735.64,-0.000105676
0.682,0.717586,0.0816142,10168,0.721452,0.721394,0.0736328,-9655.65,-0.000107056
0.684,0.717693,0.0265936,10019.1,0.721484,0.721482,0.0157177,-9574.57,-0.000107798
0.686,0.7177,-0.018385,9796.6,0.721413,0.721461,-0.0360287,-9412.39,-0.000107959
0.688,0.717621,-0.0598318,9537.6,0.721257,0.721344,-0.0787347,-9205.32,-0.000107601
0.69,0.717465,-0.0956102,9295,0.721034,0.721152,-0.111907,-9031.93,-0.000106815
0.692,0.717246,-0.121871,9071.29,0.72076,0.720902,-0.137222,-8878.93,-0.000105694
0.694,0.716982,-0.141468,8867.9,0.720449,0.720608,-0.15547,-8727.31,-0.000104318
0.696,0.716682,-0.157235,8709.46,0.720115,0.720285,-0.16728,-8609.97,-0.000102759
0.698,0.716356,-0.168381,8604.63,0.719767,0.719942,-0.174502,-8541.37,-0.00010108
0.7,0.716012,-0.175404,8541.27,0.719409,0.719589,-0.179042,-8500.79,-9.9327e-05
0.702,0.715655,-0.180755,8513.02,0.719045,0.719227,-0.181993,-8481.29,-9.75283e-05
0.704,0.715289,-0.185415,8517.16,0.718676,0.718861,-0.184323,-8488.53,-9.56996e-05
0.706,0.714914,-0.189236,8541.37,0.718302,0.71849,-0.187035,-8512.57,-9.38469e-05
0.708,0.714532,-0.192874,8571.37,0.717921,0.718112,-0.190594,-8538.25,-9.19669e-05
0.71,0.714143,-0.197019,8599.72,0.717531,0.717727,-0.194961,-8561.6,-9.00511e-05
0.712,0.713744,-0.201417,8620.76,0.717131,0.717332,-0.199993,-8580.62,-8.80914e-05
0.714,0.713337,-0.205677,8628.03,0.71672,0.716927,-0.205419,-8588.59,-8.60813e-05
0.716,0.712922,-0.209741,8618.77,0.716298,0.71651,-0.210744,-8582.25,-8.40169e-05
0.718,0.712498,-0.213371,8594.38,0.715868,0.716084,-0.215432,-8563.88,-8.18992e-05
0.72,0.712069,-0.216098,8557.04,0.71543,0.715649,-0.219069,-8535.44,-7.97346e-05
0.722,0.711635,-0.217648,8509.43,0.714987,0.715209,-0.221323,-8498.26,-7.75336e-05
0.724,0.711199,-0.217939,8455.86,0.714543,0.714765,-0.221944,-8455.97,-7.531e-05
0.726,0.710764,-0.216864,8401.05,0.714102,0.714322,-0.220847,-8413.01,-7.30803e-05
0.728,0.710332,-0.214383,8348.7,0.713666,0.713883,-0.218102,-8372.29,-7.08616e-05
0.73,0.709907,-0.210632,8301.86,0.713238,0.713451,-0.213878,-8336.03,-6.86704e-05
0.732,0.709491,-0.205815,8263.03,0.712821,0.713028,-0.208421,-8306.33,-6.65215e-05
0.734,0.709085,-0.200136,8233.59,0.712417,0.712618,-0.20204,-8284.24,-6.44274e-05
0.736,0.70869,-0.193835,8213.7,0.712027,0.712221,-0.195066,-8269.47,-6.23971e-05
0.738,0.708309,-0.187177,8202.74,0.711652,0.711838,-0.1878,-8261.26,-6.04369e-05
0.74,0.707942,-0.180386,8199.45,0.711291,0.711469,-0.180508,-8258.54,-5.85495e-05
0.742,0.707588,-0.173633,8202,0.710944,0.711115,-0.173399,-8259.77,-5.67353e-05
0.744,0.707247,-0.167053,8208.23,0.71061,0.710775,-0.166615,-8263.28,-5.49924e-05
0.746,0.706919,-0.160733,8216.09,0.71029,0.710449,-0.160225,-8267.66,-5.33177e-05
0.748,0.706604,-0.154702,8223.72,0.709981,0.710134,-0.15424,-8271.76,-5.17073e-05
0.75,0.7063,-0.148946,8229.65,0.709684,0.709831,-0.148624,-8274.62,-5.0157e-05
0.752,0.706008,-0.14343,8232.9,0.709398,0.70954,-0.143304,-8275.66,-4.86632e-05
0.754,0.705727,-0.138097,8233.06,0.709121,0.709258,-0.138186,-8274.63,-4.72229e-05
0.756,0.705456,-0.132882,8230.24,0.708855,0.708987,-0.133175,-8271.57,-4.58341e-05
0.758,0.705195,-0.127723,8224.91,0.708599,0.708725,-0.128187,-8266.7,-4.44957e-05
0.76,0.704945,-0.122574,8217.85,0.708352,0.708474,-0.123153,-8260.47,-4.32075e-05
0.762,0.704705,-0.117399,8209.96,0.708116,0.708233,-0.11803,-8253.43,-4.19698e-05
0.764,0.704475,-0.112184,8202.13,0.707891,0.708002,-0.112804,-8246.19,-4.07836e-05
0.766,0.704256,-0.106931,8195.11,0.707676,0.707782,-0.107483,-8239.36,-3.965e-05
0.768,0.704047,-0.101659,8189.49,0.707471,0.707572,-0.1021,-8233.48,-3.85698e-05
0.77,0.703849,-0.0963993,8185.6,0.707278,0.707373,-0.0967018,-8228.95,-3.75437e-05
0.772,0.703662,-0.0911906,8183.58,0.707095,0.707185,-0.091345,-8226.02,-3.65718e-05
0.774,0.703484,-0.0860768,8183.39,0.706923,0.707008,-0.086089,-8224.76,-3.56538e-05
0.776,0.703317,-0.0811009,8184.83,0.706761,0.706841,-0.0809894,-8225.02,-3.47885e-05
0.778,0.70316,-0.076301,8187.62,0.706609,0.706684,-0.0760933,-8226.54,-3.39745e-05
0.78,0.703012,-0.071708,8191.44,0.706466,0.706536,-0.0714357,-8228.95,-3.32097e-05
0.782,0.702873,-0.0673429,8195.9,0.706332,0.706398,-0.0670376,-8231.81,-3.24916e-05
0.784,0.702742,-0.0632157,8200.67,0.706206,0.706268,-0.0629061,-8234.75,-3.18177e-05
0.786,0.70262,-0.0593261,8205.39,0.706088,0.706146,-0.0590351,-8237.45,-3.11854e-05
0.788,0.702505,-0.0556642,8209.77,0.705977,0.706032,-0.0554086,-8239.7,-3.0592e-05
0.79,0.702397,-0.0522132,8213.58,0.705873,0.705924,-0.0520029,-8241.41,-3.0035e-05
0.792,0.702296,-0.0489522,8216.68,0.705775,0.705824,-0.0487905,-8242.58,-2.95123e-05
0.794,0.702201,-0.0458584,8219,0.705684,0.705729,-0.0457433,-8243.28,-2.90218e-05
0.796,0.702112,-0.0429107,8220.6,0.705598,0.70564,-0.0428357,-8243.63,-2.85621e-05
0.798,0.702029,-0.0400909,8221.61,0.705518,0.705558,-0.0400461,-8243.77,-2.81315e-05
0.8,0.701952,-0.0373855,8222.22,0.705443,0.70548,-0.0373591,-8243.81,-2.7729e-05
0.802,0.70188,-0.0347858,8222.69,0.705374,0.705408,-0.0347653,-8243.84,-2.73535e-05
0.804,0.701813,-0.032288,8223.23,0.705309,0.705341,-0.0322612,-8243.93,-2.70041e-05
0.806,0.701751,-0.0298917,8224.05,0.70525,0.705279,-0.0298485,-8244.15,-2.66798e-05
0.808,0.701693,-0.0275994,8225.25,0.705195,0.705222,-0.0275323,-8244.52,-2.63798e-05
0.81,0.70164,-0.0254149,8226.89,0.705144,0.705169,-0.0253198,-8245.11,-2.6103e-05
0.812,0.701591,-0.023342,8228.93,0.705098,0.70512,-0.0232189,-8245.92,-2.58485e-05
0.814,0.701547,-0.0213843,8231.28,0.705055,0.705076,-0.0212366,-8246.98,-2.56151e-05
0.816,0.701506,-0.0195438,8233.83,0.705016,0.705035,-0.019378,-8248.29,-2.54016e-05
0.818,0.701468,-0.0178214,8236.44,0.704981,0.704998,-0.0176455,-8249.8,-2.52068e-05
0.82,0.701434,-0.0162163,8239.01,0.704949,0.704965,-0.016039,-8251.45,-2.50294e-05
0.822,0.701404,-0.0147259,8241.46,0.70492,0.704934,-0.0145551,-8253.15,-2.48682e-05
0.824,0.701375,-0.0133461,8243.74,0.704893,0.704906,-0.013188,-8254.79,-2.47219e-05
0.826,0.70135,-0.0120715,8245.85,0.70487,0.704881,-0.0119298,-8256.29,-2.45893e-05
0.828,0.701327,-0.010895,8247.78,0.704848,0.704858,-0.0107714,-8257.59,-2.44693e-05
0.83,0.701306,-0.00980903,8249.53,0.704829,0.704838,-0.00970266,-8258.64,-2.4361e-05
0.832,0.701288,-0.00880506,8251.12,0.704811,0.70482,-0.00871374,-8259.45,-2.42635e-05
0.834,0.701271,-0.00787471,8252.55,0.704796,0.704803,-0.00779539,-8260.08,-2.41758e-05
0.836,0.701256,-0.00701008,8253.8,0.704782,0.704788,-0.00693952,-8260.59,-2.40975e-05
0.838,0.701243,-0.00620428,8254.91,0.704769,0.704775,-0.00613954,-8261.04,-2.40277e-05
0.84,0.701231,-0.00545186,8255.87,0.704759,0.704764,-0.00539053,-8261.51,-2.3966e-05
0.842,0.701221,-0.00474889,8256.73,0.704749,0.704754,-0.00468916,-8262.03,-2.39118e-05
0.844,0.701212,-0.00409299,8257.54,0.704741,0.704745,-0.00403351,-8262.62,-2.38647e-05
0.846,0.701205,-0.00348296,8258.34,0.704734,0.704738,-0.00342274,-8263.26,-2.38241e-05
0.848,0.701198,-0.00291835,8259.19,0.704729,0.704731,-0.00285667,-8263.93,-2.37897e-05
0.85,0.701193,-0.00239898,8260.11,0.704724,0.704726,-0.00233536,-8264.61,-2.3761e-05
0.852,0.701189,-0.00192444,8261.11,0.70472,0.704722,-0.00185875,-8265.26,-2.37375e-05
0.854,0.701185,-0.00149382,8262.19,0.704717,0.704719,-0.00142639,-8265.88,-2.37187e-05
0.856,0.701183,-0.0011055,8263.29,0.704715,0.704716,-0.00103719,-8266.47,-2.37044e-05
0.858,0.701181,-0.000757239,8264.37,0.704714,0.704714,-0.000689436,-8267.04,-2.36939e-05
0.86,0.70118,-0.000446318,8265.39,0.704713,0.704713,-0.000380768,-8267.6,-2.3687e-05
0.862,0.701179,-0.000169785,8266.29,0.704713,0.704713,-0.000108342,-8268.16,-2.36832e-05
0.864,0.701179,7.53173e-05,8267.07,0.704713,0.704713,0.000131026,-8268.72,-2.36821e-05
0.866,0.701179,0.000291786,8267.73,0.704714,0.704713,0.000340671,-8269.26,-2.36834e-05
0.868,0.70118,0.00048219,8268.28,0.704715,0.704714,0.000523905,-8269.76,-2.36868e-05
0.87,0.701181,0.000648878,8268.76,0.704716,0.704715,0.000683878,-8270.2,-2.3692e-05
0.872,0.701183,0.000794048,8269.19,0.704718,0.704717,0.000823464,-8270.57,-2.36989e-05
0.874,0.701184,0.000919814,8269.61,0.70472,0.704719,0.000945197,-8270.85,-2.37072e-05
0.876,0.701186,0.00102824,8270.02,0.704722,0.704721,0.00105122,-8271.06,-2.37166e-05
0.878,0.701189,0.00112131,8270.42,0.704724,0.704723,0.0011433,-8271.22,-2.37272e-05
0.88,0.701191,0.00120087,8270.81,0.704727,0.704725,0.00122279,-8271.36,-2.37387e-05
0.882,0.701193,0.00126848,8271.17,0.704729,0.704728,0.00129073,-8271.51,-2.3751e-05
0.884,0.701196,0.00132537,8271.49,0.704732,0.70473,0.00134782,-8271.7,-2.37639e-05
0.886,0.701199,0.00137236,8271.76,0.704735,0.704733,0.00139457,-8271.91,-2.37775e-05
0.888,0.701201,0.0014099,8272.01,0.704737,0.704736,0.00143133,-8272.17,-2.37915e-05
0.89,0.701204,0.00143819,8272.23,0.70474,0.704739,0.00145838,-8272.43,-2.38059e-05
0.892,0.701207,0.00145733,8272.45,0.704743,0.704742,0.00147604,-8272.7,-2.38205e-05
0.894,0.70121,0.00146748,8272.68,0.704746,0.704745,0.00148474,-8272.93,-2.38354e-05
0.896,0.701213,0.00146901,8272.93,0.704749,0.704748,0.00148504,-8273.12,-2.38503e-05
0.898,0.701216,0.00146261,8273.19,0.704752,0.704751,0.00147766,-8273.27,-2.38652e-05
0.9,0.701219,0.00144922,8273.45,0.704755,0.704754,0.00146346,-8273.38,-2.388e-05
0.902,0.701222,0.00142996,8273.7,0.704758,0.704757,0.0014434,-8273.47,-2.38947e-05
0.904,0.701225,0.00140603,8273.9,0.704761,0.704759,0.00141847,-8273.55,-2.39092e-05
0.906,0.701227,0.00137853,8274.06,0.704764,0.704762,0.00138964,-8273.64,-2.39235e-05
0.908,0.70123,0.00134835,8274.16,0.704766,0.704765,0.00135778,-8273.74,-2.39375e-05
0.91,0.701233,0.00131611,8274.22,0.704769,0.704768,0.00132362,-8273.85,-2.39511e-05
0.912,0.701235,0.00128218,8274.25,0.704772,0.70477,0.00128779,-8273.96,-2.39644e-05
0.914,0.701238,0.00124677,8274.27,0.704774,0.704773,0.00125072,-8274.06,-2.39774e-05
0.916,0.70124,0.00120998,8274.3,0.704777,0.704775,0.00121277,-8274.13,-2.39899e-05
0.918,0.701243,0.00117194,8274.34,0.704779,0.704778,0.00117419,-8274.18,-2.40021e-05
0.92,0.701245,0.00113286,8274.41,0.704781,0.70478,0.00113514,-8274.2,-2.40139e-05
0.922,0.701247,0.00109306,8274.48,0.704783,0.704782,0.0010958,-8274.2,-2.40253e-05
0.924,0.701249,0.0010529,8274.56,0.704785,0.704784,0.00105626,-8274.2,-2.40363e-05
0.926,0.701252,0.00101276,8274.63,0.704787,0.704786,0.00101664,-8274.2,-2.40469e-05
0.928,0.701253,0.000972951,8274.69,0.704789,0.704788,0.000977025,-8274.22,-2.40572e-05
0.93,0.701255,0.000933643,8274.71,0.704791,0.70479,0.000937487,-8274.26,-2.4067e-05
0.932,0.701257,0.000894875,8274.72,0.704793,0.704792,0.000898089,-8274.32,-2.40764e-05
0.934,0.701259,0.000856569,8274.71,0.704795,0.704794,0.000858895,-8274.39,-2.40854e-05
0.936,0.701261,0.000818594,8274.7,0.704796,0.704796,0.000819977,-8274.45,-2.40941e-05
0.938,0.701262,0.000780842,8274.69,0.704798,0.704797,0.000781427,-8274.49,-2.41023e-05
0.94,0.701264,0.000743295,8274.7,0.7048,0.704799,0.000743365,-8274.51,-2.41102e-05
0.942,0.701265,0.000706059,8274.72,0.704801,0.7048,0.00070594,-8274.51,-2.41176e-05
0.944,0.701267,0.00066936,8274.75,0.704802,0.704802,0.000669317,-8274.49,-2.41247e-05
0.946,0.701268,0.000633504,8274.78,0.704804,0.704803,0.000633667,-8274.46,-2.41314e-05
0.948,0.701269,0.000598805,8274.8,0.704805,0.704804,0.000599145,-8274.44,-2.41378e-05
0.95,0.70127,0.000565514,8274.8,0.704806,0.704805,0.000565872,-8274.43,-2.41438e-05
0.952,0.701271,0.000533766,8274.78,0.704807,0.704806,0.00053392,-8274.43,-2.41495e-05
0.954,0.701272,0.00050356,8274.75,0.704808,0.704807,0.000503313,-8274.44,-2.41549e-05
0.956,0.701273,0.000474774,8274.71,0.704809,0.704808,0.000474026,-8274.47,-2.416e-05
0.958,0.701274,0.000447215,8274.67,0.70481,0.704809,0.000446003,-8274.49,-2.41647e-05
0.96,0.701275,0.000420682,8274.63,0.704811,0.70481,0.00041917,-8274.5,-2.41692e-05
0.962,0.701276,0.000395024,8274.62,0.704811,0.704811,0.000393456,-8274.5,-2.41734e-05
0.964,0.701277,0.000370178,8274.61,0.704812,0.704812,0.000368805,-8274.48,-2.41774e-05
0.966,0.701278,0.000346178,8274.62,0.704813,0.704813,0.000345178,-8274.46,-2.41811e-05
0.968,0.701278,0.000323128,8274.63,0.704813,0.704813,0.00032256,-8274.43,-2.41845e-05
0.97,0.701279,0.000301158,8274.64,0.704814,0.704814,0.000300946,-8274.41,-2.41878e-05
0.972,0.701279,0.000280374,8274.64,0.704815,0.704814,0.000280333,-8274.39,-2.41908e-05
0.974,0.70128,0.000260816,8274.62,0.704815,0.704815,0.000260716,-8274.39,-2.41936e-05
0.976,0.70128,0.000242443,8274.59,0.704816,0.704815,0.000242075,-8274.4,-2.41963e-05
